codigo_interno;descricao_do_produto
013127;ADITIVO RADIADOR VERDE (PRONTO P/ USO)
013128;LIMPA RADIADOR 450 ML
013129;CABO VELA
013130;TENSOR CVA (( KIT ))
013131;OLEO MOTOR SEMISSINTETICO
013132;OLEO MOTOR SEMISSINTETICO
013133;PISTAO MOTOR
013134;BIELETA DT
013135;PASTILHA DT
013136;PONTEIRA DIRECAO LD LE;cobalt;0;0;2011 2021
013137;AMORT DT LADO ESQUERDO
013138;AMORT DT LADO DIREITO
013139;COXIM AMORT DT
013140;INTERRUPTOR TEMPERATURA AGUA
013141;INTERRUPTOR TEMPERATURA AGUA
013142;INTERRUPTOR TEMPERATURA AGUA
013143;INTERRUPTOR TEMPERATURA AGUA
013144;BUCHA LEQUE DT SUSP DIANT
013145;CARCACA VALVULA TERMOSTATICA
013146;BICO INJECAO
013147;SENSOR NIVEL COMBUSTIVEL
013148;SENSOR VELOCIDADE
013149;OLEO FREIO DOT4 500ML
013150;PASTILHA DT
013151;LONA C/ PATIM
013152;JUNTA RETIFICACAO MOTOR
013153;KIT BARRA ESTAB DT LD/LE
013154;CARCACA VALVULA TERMOSTATICA
013155;COXIM AMORT DT
013156;PONTEIRA DIRECAO LE
013157;JUNTA INJECAO
013158;DISCO FREIO TS SOLIDO
013159;PISTAO MOTOR
013160;CILINDRO EMBREAGEM AUXILIAR (CAIXA/ESCRAVO)
013161;AMORT DT
013162;AMORT TS
013163;FILTRO AR
013164;OLEO FREIO DOT3 500ML
013165;KIT MOTOR FUSCA 1300
013166;COXIM MOTOR;1.0,1.4,8v,fiat,fiorino,novo,uno;1,0 2,0,0 1 2,0,0 1 2,1 2;4 3 5 1 2,6 3 5 0,6 3 5 1;2014 2023,2011 2021,2011 2021
013167;PASTILHA TS
013169;SENSOR VELOCIDADE
013170;PASTILHA TS
013171;HOMOCINETICA RODA
013172;ROLAMENTO COXIM AMORT DT
013173;RADIADOR AGUA
013174;COXIM CAIXA SUPERIOR
013175;BIELETA DT
013176;CILINDRO MESTRE FREIO
013177;CORPO BORBOLETA
013178;COXIM CAIXA SUPERIOR
013179;COXIM MOTOR
013180;AMORTECEDOR TRASEIRO
013181;KIT EMBREAGEM
013182;BIELETA DIANTEIRA
013183;CORREIA ALT
013184;ENGRENAGEM COMANDO AUXILIAR
013185;DISCO FREIO DT VENTILADO
013186;DISCO FREIO DT VENTILADO
013187;DISCO FREIO DT VENTILADO
013188;DISCO FREIO DT VENTILADO
013189;TAMBOR FREIO TS COM CUBO
013190;BICO INJECAO
013191;HOMOCINETICA RODA
013192;COXIM CAIXA SUPERIOR
013193;MANGUEIRA FILTRO AR
013194;SERVO FREIO
013195;KIT BARRA ESTAB DT LD/LE
013196;CILINDRO MESTRE FREIO
013197;VARETA NIVEL OLEO
013198;BIELETA DT
013199;BIELETA TS LADO DIREITO
013200;BIELETA TS LADO ESQUERDO
013201;CORREIA ALT
013202;TENSOR CVA
013203;BOMBA DAGUA
013204;BIELETA DT
013205;ENGRENAGEM COMANDO
013206;MOLA SUSP DT LD
013207;MOLA SUSP DT LE
013208;KIT EMBREAGEM
013209;FLAUTA BICO INJETOR
013210;FILTRO AR
013211;CILINDRO MESTRE FREIO
013212;JUNTA CABECOTE
013213;JUNTA CABECOTE
013214;JUNTA CABECOTE
013215;JUNTA RETIFICACAO MOTOR
013216;JUNTA RETIFICACAO MOTOR
013217;JUNTA MOTOR
013218;JUNTA MOTOR
013219;JUNTA TV
013220;JUNTA TV
013221;RETENTOR VALVULA
013222;RETENTOR TAMPAO CABECOTE
013223;PARAFUSO CABECOTE
013224;JUNTA CABECOTE
013225;MANGUEIRA FILTRO AR
013226;JUNTA CABECOTE METALICA (MLS)
013227;JUNTA RETIFICACAO MOTOR
013228;JUNTA MOTOR
013229;JUNTA TV
013230;RETENTOR POLIA
013231;AMORT DT LADO DIREITO
013232;AMORT DT LADO ESQUERDO
013233;RETENTOR VOLANTE
013234;RETENTOR CVA
013235;PARAFUSO CABECOTE
013236;JUNTA CABECOTE
013237;JUNTA CABECOTE METALICA (MLS)
013238;JUNTA RETIFICACAO MOTOR
013239;JUNTA MOTOR
013240;JUNTA TV
013241;RETENTOR VOLANTE
013242;PASTILHA TS
013243;RETENTOR VALVULA
013244;PARAFUSO CABECOTE
013245;JUNTA MOTOR
013246;JUNTA RETIFICACAO MOTOR
013247;JUNTA RETIFICACAO MOTOR
013248;PIVO INFERIOR DT LD LE
013249;BUCHA LEQUE TS SUSP DIANT;city,fit,honda;0,1,0 1;0 2,1 2;2010 2014,2009 2014
013250;OLEO HIDRAULICO (AUTOMATICO)
013251;AMORT TS
013252;COXIM CAIXA SUPERIOR
013253;COXIM CAIXA INFERIOR
013254;LAMPADA FAROL
013255;CANO DAGUA
013256;BATERIA
013257;BATERIA
013258;PASTILHA TS
013259;PASTILHA DT
013260;BATERIA
013261;CILINDRO MESTRE
013262;FILTRO AR
013263;PIVO INFERIOR;16v,2.0,ix35,sportage;0 1,0 1,0,1;2 1 0,3 1 0;2010 2017,2011 2016
013264;RETENTOR CVA
013265;PIVO INFERIOR
013266;SILICONE ALTA TEMPERATURA VERMELHO
013267;PIVO INFERIOR DT LE;fox,polo,spacefox;0 2,1,2;0,1,2 0;2002 2015,2002 2015,2002 2015
013268;PIVO INFERIOR DT LD;fox;0;0;2003 2014
013269;BICO INJECAO
013270;JUNTA MOTOR
013271;PISTAO MOTOR
013272;ANEL MOTOR
013273;AMORT DT LADO DIREITO
013274;AMORT DT LADO ESQUERDO
013275;JUNTA MOTOR
013276;JUNTA MOTOR
013277;JUNTA MOTOR
013278;JUNTA MOTOR
013279;JUNTA MOTOR
013280;PISTAO MOTOR
013281;ALAVANCA CAMBIO
013282;REPARO ALAVANCA CAMBIO
013283;LONA C/ PATIM
013284;BUCHA EIXO SUSP TS
013285;KIT BARRA ESTABILIZADORA
013286;CABO EMBREAGEM
013287;CABO FREIO MAO TS
013288;CORREIA V MEDIDA ESPECIAL
013289;PASTILHA TS
013290;VELA IGNICAO
013291;KIT BARRA ESTAB DT LD/LE
013292;JUNTA RETIFICACAO MOTOR
013293;JUNTA RETIFICACAO MOTOR
013294;JUNTA RETIFICACAO MOTOR
013295;JUNTA RETIFICACAO MOTOR
013296;COXIM AMORT DT
013297;JUNTA FLANGE ESCAPAMENTO
013298;JUNTA COLETOR ESCAPAMENTO
013299;JUNTA CARTER
013300;PARAFUSO CABECOTE
013301;FILTRO OLEO
013302;FILTRO COMBUSTIVEL
013303;JUNTA CABECOTE
013304;BUCHA AGREGADO SUSP DT
013305;JUNTA CABECOTE METALICA (MLS)
013306;JUNTA CABECOTE METALICA (MLS)
013307;JUNTA MOTOR
013308;JUNTA MOTOR
013309;JUNTA RETIFICACAO MOTOR
013310;JUNTA RETIFICACAO MOTOR
013311;JUNTA RETIFICACAO MOTOR
013312;JUNTA FLANGE ESCAPAMENTO
013313;JUNTA COLETOR ADMISSAO (JG)
013314;JUNTA COLETOR ESCAPAMENTO
013315;JUNTA COLETOR ESCAPAMENTO
013316;FILTRO COMBUSTIVEL DIESEL
013317;JUNTA TV
013318;JUNTA TV
013319;JUNTA DISTRIBUICAO
013320;JUNTA SUPORTE FILTRO OLEO
013321;FILTRO AR
013322;KIT BARRA ESTAB DT LD/LE
013323;RETENTOR POLIA
013324;RETENTOR VOLANTE
013325;PARAFUSO CABECOTE
013326;PISTAO MOTOR
013327;PARAFUSO CABECOTE
013328;CILINDRO MESTRE FREIO
013329;ROLAMENTO RODA DT
013330;ROLAMENTO RODA DT
013331;KIT EMBREAGEM
013332;HOMOCINETICA RODA
013333;HOMOCINETICA RODA
013334;KIT EMBREAGEM
013335;CORPO BORBOLETA
013336;OLEO CAIXA
013337;AMORT DT
013338;VALVULA TERMOSTATICA
013339;BUCHA BRACO TENSOR
013340;COXIM CAIXA INFERIOR
013341;MANGUEIRA ENVIO AQUECEDOR
013342;SENSOR ROTACAO
013343;MAMINHA PONTA BARRA ESTABILIZADORA
013344;COXIM CAIXA INFERIOR
013345;KIT BARRA ESTAB DT LD/LE;clio,kangoo,megane,r19,scenic;0,1,2,3,4;0,1,2,3,4;1994 1999,1993 2000,1997 2002,1988 1999,1997 2002
013346;CAIXA DIRECAO  (( DH ))
013347;CAIXA DIRECAO  (( DH ))
013348;INTERRUPTOR TEMPERATURA AGUA
013349;COXIM MOTOR
013350;BOMBA DAGUA
013351;VARETA NIVEL OLEO
013352;JUNTA CABECOTE METALICA (MLS)
013353;COXIM CAIXA SUPERIOR
013354;BIELETA DT
013355;KIT BARRA ESTAB DT LD/LE
013356;BUCHA LEQUE SUSP DT INFERIOR
013357;BATERIA
013358;BUCHA LEQUE SUSP DT CENTRAL
013359;CABO SELECAO MARCHA
013360;CABO ENGATE MARCHA
013361;FILTRO INJECAO
013362;FILTRO OLEO
013363;FILTRO OLEO
013364;DISCO FREIO DT VENTILADO
013365;CORREIA DH
013366;LEQUE LD SUSP DT
013367;FILTRO AR
013368;LEQUE LE SUSP DT
013369;LEQUE LE SUSP DT
013370;LEQUE LD SUSP DT
013371;LEQUE LD/LE SUSP DT
013372;COXIM CAIXA SUPERIOR;astra,ipanema,kadett,monza,vectra;0,1,2,3,4;0,1,2,3,4;1994 1996,1989 1997,1989 1998,1991 1996,1994 1996
013373;JUNTA CABECOTE
013374;BICO INJECAO
013375;JUNTA CABECOTE METALICA (MLS)
013376;FILTRO AR
013377;FILTRO AR
013378;SUPORTE COXIM CAIXA INFERIOR
013379;SUPORTE COXIM CAIXA INFERIOR;1.0,1.4,1.8,chevrolet,cobalt,onix,prisma,sonic,spin;2 4 6 8,0 3 5 7 9,1,0 1 2 3 4 5 6 7 8 9,0 1,2 3,4 5,6 7,8 9;4 3 1,4 3 2,5 3 0,5 3 1,6 3 0,6 3 1,7 3 0,7 3 1,8 3 0,8 3 1;2013 2020,2013 2020,2013 2019,2013 2019,2013 2019,2013 2019,2012 2014,2012 2014,2013 2023,2013 2023
013380;COXIM CAIXA INFERIOR;agile,celta,classic,corsa,montana,pick,super,up,wagon,wind;0,1,2,3 4 5 6,7,3,4,3 4,5,6;0,1,2,7 5 3,6 7 3,8 3,9 3,4;2010 2014,2009 2016,2003 2017,1997 2003,1994 2002,1995 2002,1994 2002,2011 2014
013381;SELO BLOCO MOTOR
013382;TENSOR CVA
013383;ROLAMENTO COXIM AMORT DT
013384;LEQUE LD SUSP DT
013385;LEQUE LE SUSP DT
013386;CARCACA VALVULA TERMOSTATICA
013387;HOMOCINETICA RODA;1.8,16v,chevrolet,cruze;0,0,0,0;3 2 0 1;2012 2022
013388;CANO DAGUA
013389;AMORT DT LADO ESQUERDO
013390;AMORT DT LADO DIREITO
013391;AMORT DT LADO ESQUERDO
013392;AMORT DT LADO DIREITO
013393;ROLAMENTO RODA TS
013394;CORREIA ALT
013395;BUCHA LEQUE TS SUSP DIANT;1.3,1.5,etios,toyota,yaris;0,1,0 1,0 1 2,2;2 3 0,2 3 1,4 3;2012 2021,2012 2021,2018 2024
013396;BUCHA LEQUE DT SUSP DIANT;etios,yaris;0,1;0,1;2012 2021,2019 2023
013397;BOMBA DAGUA
013398;BOMBA OLEO MOTOR
013399;BOMBA DAGUA
013400;BOMBA DAGUA
013401;BOMBA DAGUA
013402;BOMBA DAGUA
013403;BOMBA DAGUA
013404;BOMBA DAGUA
013405;BOMBA DAGUA
013406;BOMBA DAGUA
013407;BOMBA DAGUA
013408;BOMBA DAGUA
013409;BOMBA DAGUA
013410;BOMBA DAGUA
013411;BOMBA DAGUA
013412;ANEL MOTOR
013413;PISTAO MOTOR
013414;BOMBA DAGUA
013415;COXIM MOTOR;ecosport,fiesta,ka,new,novo;0,1,2,1,2;0,1 3,4 2;2012 2017,2010 2019,2016 2018
013416;BOMBA DAGUA
013417;TENSOR ALTERNADOR
013418;CORREIA ALT
013419;VALVULA TERMOSTATICA
013420;CUBO RODA DT
013421;LEQUE LD SUSP DT
013422;LEQUE LE SUSP DT
013423;LEQUE LD SUSP DT
013424;LEQUE LE SUSP DT
013425;MANGUEIRA INFERIOR RADIADOR
013426;SUPORTE COXIM CAIXA INFERIOR
013427;BIELETA DT
013428;COXIM AMORT TS
013429;CILINDRO EMBREAGEM AUXILIAR (CAIXA/ESCRAVO)
013430;KIT BARRA ESTABILIZADORA
013431;KIT BARRA ESTABILIZADORA
013432;JUNTA CARTER
013433;JUNTA CARTER
013434;JUNTA CARTER
013435;JUNTA CARTER
013436;JUNTA CARTER
013437;JUNTA RETIFICACAO MOTOR
013438;AMORT DT LADO ESQUERDO
013439;AMORT DT LADO DIREITO
013440;CILINDRO RODA
013441;BUCHA LEQUE DT SUSP DIANT
013442;BUCHA LEQUE DT SUSP DIANT
013443;RADIADOR AGUA
013444;BUCHA COXIM CAIXA REFIL
013445;BUCHA LEQUE DT SUSP DIANT;cruz,fe,santa,vera;1,0,0,1;2 1,3 0;2005 2024,2006 2024
013446;RADIADOR AGUA
013447;AMORT TS
013448;KIT BARRA ESTAB DT LD/LE
013449;KIT BARRA ESTABILIZADORA DT
013450;KIT BARRA ESTABILIZADORA
013451;KIT BARRA ESTAB DT LD/LE
013452;KIT BARRA ESTABILIZADORA
013453;KIT BARRA ESTABILIZADORA
013454;CORPO BORBOLETA
013455;KIT BARRA ESTAB DT INT
013456;KIT BARRA ESTABILIZADORA
013457;KIT BARRA ESTAB DT INT
013458;KIT BARRA ESTAB DT INT
013459;KIT BARRA ESTAB DT EXT;ext,g2,g3,g4,gol,parati,saveiro,voyage;0 1 2 3,0 2,0 2,0 2,0,1,2,3;3 4 0 2 1,5 0,3 6 0 2 1,7 0;1980 2014,1982 2013,1982 2009,1981 1995
013460;KIT BARRA ESTAB DT INT;g2,g3,g4,gol,int,parati,saveiro,voyage;0 2,0 2,0 2,0,0 1 2 3,1,2,3;2 3 4 1 0,5 4,2 6 4 1 0,7 4;1980 2014,1982 2012,1982 2009,1981 1995
013461;KIT BARRA ESTABILIZADORA
013462;KIT BARRA ESTABILIZADORA;l200;0;0;1995 2006
013463;KIT BARRA ESTABILIZADORA;l200;0;0;1995 2006
013464;KIT BARRA ESTABILIZADORA;l200,pajero,sport;0,1,1;0,2 1;1995 2006,2001 2011
013465;RADIADOR AGUA
013466;CABO VELA
013467;JUNTA MOTOR
013468;PISTAO MOTOR
013469;FILTRO ACD
013470;CABECOTE MOTOR
013471;BINOCOLO TRAMBULADOR
013472;MANGUEIRA RETORNO AQUECEDOR
013473;SENSOR POSICAO BORBOLETA
013474;CARTER MOTOR
013475;CABO FREIO MAO TS LE
013476;CABO FREIO MAO TS LD
013477;PISTAO MOTOR
013478;COIFA CAIXA
013479;FILTRO AR
013480;VELA IGNICAO
013481;PRESILIA CABO FREIO MAO
013482;SUPORTE ROLAMENTO EIXO TS
013483;COXIM MOTOR
013484;COXIM MOTOR FRONTAL
013485;COXIM CAIXA INFERIOR
013486;COXIM CAIXA SUPERIOR
013487;COXIM MOTOR;blazer,d10,d20,grand,monza,silverado;2,0,1,2,3,4;1,2,0 3,4,5;1993 1996,1993 1996,1995 2001,1982 1990,1997 2001
013488;COXIM CAIXA INFERIOR;chevrolet,monza;0,0;1 0;1982 1990
013489;SUPORTE EIXO TS
013490;COXIM CAIXA
013491;COXIM CABINE
013492;COXIM CABINE/CARROCERIA
013493;COXIM RADIADOR
013494;COXIM INFERIOR ALAVANCA;belina,corcel;0,1;0,1;1971 1981,1971 1981
013495;COXIM CAIXA INFERIOR;apollo,escort,hobby,verona;0,1 2,2,3;0,1,2 1,3;1990 1992,1990 1992,1992 1996,1990 1992
013496;COXIM MOTOR HIDRAULICO;courier,fiesta,sedan;0,1 2,2;0,1,2 1;1997 1999,1996 1999,2001 2004
013497;COXIM MOTOR HIDRAULICO
013498;COXIM CAIXA INFERIOR
013499;COXIM MOTOR HIDRAULICO
013500;COXIM MOTOR
013501;COXIM CAIXA INFERIOR;ecosport;0;0;2003 2012
013502;COXIM CAIXA INFERIOR;ecosport;0;0;2004 2012
013503;COXIM CAIXA INFERIOR;ecosport;0;0;2006 2012
013504;COXIM MOTOR;coxim,ford,ka,ld,motor;0,0,0,0,0;2 3 1 0 4;1999 2007
013505;HOMOCINETICA RODA
013506;ROLAMENTO RODA DT INTERNO
013507;CARCACA VALV TERMOSTAT C/ KIT ADAPTACAO
013508;VALVULA ADMISSAO
013509;VALVULA ESCAPE
013510;HOMOCINETICA RODA
013511;HOMOCINETICA RODA/CAIXA
013512;HOMOCINETICA CAIXA
013513;HOMOCINETICA CAIXA
013514;HOMOCINETICA CAIXA
013515;HOMOCINETICA CAIXA
013516;BUCHA BRACO RETO SUSP DT;fusion;0;0;2006 2012
013517;BOMBA DAGUA
013518;BOMBA DAGUA
013519;BOMBA DAGUA
013520;LONA FREIO TS
013521;LEQUE LD SUSP DT
013522;LEQUE LE SUSP DT
013523;COXIM BARRA TENSORA LADO DIREITO (MORCEGUINHO)
013524;COXIM BARRA TENSORA LADO ESQUERDO (MORCEGUINHO)
013525;HOMOCINETICA CAIXA
013526;HOMOCINETICA RODA
013527;HOMOCINETICA RODA
013528;HOMOCINETICA RODA
013529;HOMOCINETICA RODA
013530;HOMOCINETICA RODA
013531;HOMOCINETICA RODA
013532;HOMOCINETICA RODA
013533;HOMOCINETICA RODA
013534;PONTEIRA DIRECAO LD
013535;PONTEIRA DIRECAO LE
013536;PONTEIRA DIRECAO LD LE
013537;AMORT DT LADO DIREITO
013538;AMORT DT LADO ESQUERDO
013539;AMORT DT LADO DIREITO;2.0,ix35,jac,sportage,t6;1,0,1,2,1;1,4 2 0,3;2010 2019,2014 2019,2010 2018
013540;AMORT DT LADO ESQUERDO;hyundai,ix35,jac,kia,sportage,t6;0,0,1,2,2,1;0 1,5 2,3 4;2010 2019,2010 2019,2010 2019
013541;AMORT TS
013542;CAIXA DIRECAO  (( DH ))
013543;AMORT DT LADO DIREITO
013544;AMORT DT LADO ESQUERDO
013545;AXIAL DIRECAO
013546;AXIAL DIRECAO
013549;AMORT DT
013550;REGULAGEM FREIO
013551;AMORT TS
013552;AMORT TS
013553;AMORT DT LADO DIREITO
013554;AMORT DT LADO ESQUERDO
013555;AMORT TS
013556;AMORT DT
013557;AMORT TS
013558;CORREIA ALT
013559;BOMBA DAGUA
013560;BOMBA DAGUA
013561;PONTEIRA DIRECAO LD;cruz,fe,hyundai,kia,santa,sorento,v6,vera;1,0,0 1,2,0,2,1,1;4 2 1,6 0 2 7,5 3;2006 2012,2007 2013,2006 2012
013562;PONTEIRA DIRECAO LE;fe,hyundai,kia,santa,sorento,veracruz;0,0 1,2,0,2,1;1 3 0,5 1,2 4;2006 2012,2007 2013,2006 2013
013563;REGULADOR PRESSAO
013564;PONTEIRA DIRECAO LD;sportage,tucson;0,1;0,1;2004 2012,2005 2017
013565;PONTEIRA DIRECAO LE
013566;PONTEIRA DIRECAO LE
013567;PONTEIRA DIRECAO LD
013568;AMORT DT LADO DIREITO
013569;AMORT DT LADO ESQUERDO
013570;AMORT TS
013571;AMORTECEDOR DIANTEIRO LE
013572;AMORTECEDOR DIANTEIRO LD
013573;AMORTECEDOR TRASEIRO
013574;VALVULA TERMOSTATICA
013575;LEQUE LE SUSP DT
013576;JUNTA RETIFICACAO MOTOR
013577;LEQUE LD SUSP DT
013578;LEQUE LD/LE SUSP DT
013579;INTERRUPTOR TEMPERATURA AGUA
013580;AMORT DT
013581;COXIM AMORT DT
013582;COXIM CAIXA INFERIOR
013583;COXIM CAIXA SUPERIOR
013584;KIT BARRA ESTABILIZADORA TS
013585;KIT BARRA ESTAB DT LD/LE
013586;KIT BARRA ESTAB DT LD/LE
013587;KIT BARRA ESTAB TS LD/LE
013588;COXIM CAIXA INFERIOR;16v,2.0,automatico,corolla,toyota;0,0,0,0,0;2 3 4 1 0;2010 2014
013589;KIT BARRA ESTAB DT LD/LE
013590;KIT EMBREAGEM
013591;KIT EMBREAGEM
013592;KIT BARRA ESTAB DT LD/LE
013593;KIT BARRA ESTAB DT LD/LE
013594;KIT BARRA ESTABILIZADORA TS
013595;KIT BARRA ESTAB DT LD/LE
013596;KIT BARRA ESTAB DT DIREITO
013597;KIT BARRA ESTAB DT ESQUERDO
013598;KIT BARRA ESTAB DT DIREITO
013599;KIT BARRA ESTAB DT ESQUERDO
013600;COIFA CAIXA
013601;COIFA CAIXA
013602;COIFA CAIXA
013603;COIFA CAIXA
013604;COIFA RODA
013605;COIFA RODA
013606;BOMBA OLEO MOTOR
013607;BOMBA OLEO MOTOR
013608;BOMBA OLEO MOTOR
013609;BOMBA OLEO MOTOR
013610;BOMBA OLEO MOTOR
013611;BOMBA OLEO MOTOR
013612;BOMBA OLEO MOTOR
013613;FILTRO AR
013614;PASTILHA TS
013615;PISTAO MOTOR
013616;ANEL MOTOR
013617;FILTRO AR
013618;BOMBA OLEO MOTOR
013619;LEQUE LD SUSP DT
013620;LEQUE LE SUSP DT
013621;LEQUE LE SUSP DT
013622;LEQUE LD SUSP DT
013623;COXIM MOTOR;1.8,2.0,20v,8v,a3,beetle,bora,golf,new;0,1 3,0,1 3,0,3,1,2,3;4 0 2,6 1 3,7,8 5 1 3;1997 2005,2000 2011,1998 2014,1999 2010
013624;COXIM CAIXA INFERIOR
013625;FILTRO AR
013626;PIVO SUPERIOR DT LD LE;galloper,hyundai,l200,mitsubishi;0,0,1,1;1 0,3 2;1997 1999,1998 2005
013627;JUNTA TV
013628;COXIM MOTOR
013629;COXIM MOTOR HIDRAULICO
013630;COXIM MOTOR HIDRAULICO;focus;0;0;2009 2019
013631;COXIM CAIXA
013632;COXIM MOTOR
013633;COXIM MOTOR;belina,corcel,del,ii,pampa,rey;0,1,2,0 1,3,2;0 3,3 1,2 5,4;1977 1986,1977 1986,1981 1991,1982 1997
013634;AMORT TS
013635;COXIM CAIXA INFERIOR
013636;COXIM CAIXA INFERIOR
013637;COXIM CAIXA SUPERIOR
013638;COXIM MOTOR
013639;COXIM CAIXA
013640;BICO INJECAO
013641;HOMOCINETICA CAIXA
013642;COXIM CAIXA INFERIOR;1.4,flex,kombi;0,0,0;1 2 0;2006 2007
013643;COXIM CAIXA SUPERIOR
013644;COXIM RADIADOR
013645;COXIM RADIADOR
013646;JUNTA TV
013647;RETENTOR CVA
013648;CUBO RODA TS COM ROLAMENTO
013649;CUBO RODA TS COM ROLAMENTO
013650;COXIM CAIXA;brasilia,fusca,variant;0,1,2;0,1,2;1973 1982,1959 1996,1970 1976
013651;COXIM CAIXA;ar,caixa,coxim,kombi,volkswagen;0,0,0,0,0;3 0 4 2 1;1950 1990
013652;COXIM MOTOR LE;1.0,1.4,16v,8v,at,flex,gol,kombi,parati,volkswagen;0 1,2,0 3,1 4,0 1 3 4,2,0 1,2,3 4,0 1 2 3 4;4 6 9 0 2,4 6 9 0 3,7 5 9 1,8 4 9 2,8 4 9 3;1997 2002,1997 2002,2006 2013,1997 2002,1997 2002
013653;CUBO RODA TS COM ROLAMENTO
013654;CUBO RODA TS COM ROLAMENTO
013655;COXIM MOTOR
013656;COXIM MOTOR FRONTAL
013657;COXIM MOTOR
013658;COXIM CAIXA INFERIOR;classic,cordoba,golf,ibiza,inca,polo;4,0,1,2,3,4;1,2,3,4,5 0;1995 2002,1995 1998,1995 2003,1999 2002,1996 2003
013659;COXIM CAIXA INFERIOR
013660;COXIM MOTOR
013661;COXIM CAIXA INFERIOR;1.0,1.4,evo,fiat,grand,novo,palio,siena;1,0 2,0,0 1 2,0,1 2,1 2,0;2 4 3 7 1,5 6 3 0,5 6 3 1;2012 2023,2012 2017,2012 2017
013662;COXIM CAIXA INFERIOR
013663;COXIM MOTOR
013664;COXIM CAIXA SUPERIOR;linea,punto;0,1;0,1;2011 2016,2008 2012
013665;COXIM CAIXA INFERIOR;1.9,16v,fiat,linea;0,0,0,0;3 2 0 1;2009 2011
013666;COXIM CAIXA INFERIOR;1.6,1.8,16v,8v,e,linea,mpi,punto,torq;1,0 2,0 1,2,0 1,0,2,1 2,0 1;8 4 5 1 2,8 7 4 0 2,7 6 1 3;2011 2016,2011 2012,2008 2010
013667;COXIM CAIXA INFERIOR
013668;RESERVATORIO AGUA
013669;BIELETA DT
013670;COXIM CAIXA SUPERIOR;palio,siena,strada,weekend;0 1,2,3,1;0,0 3,1,2;1996 2002,1997 2002,1998 2002,1999 2002
013671;CUBO RODA TS COM ROLAMENTO
013672;CUBO RODA DT
013673;HOMOCINETICA RODA
013674;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
013675;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
013676;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
013677;AMORT DT
013678;PIVO INFERIOR DT LD LE;l200;0;0;1992 2008
013679;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
013680;HOMOCINETICA RODA
013681;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
013682;HOMOCINETICA RODA/CAIXA (SEMI EIXO)
013683;HOMOCINETICA RODA
013684;BUCHA LEQUE TS SUSP DIANT;b16,b17,grand,livina,sentra,tiida;2,3,0,0 1,2 3,4;2 3,3,0 4,1 4,5;2010 2014,2010 2014,2007 2020,2007 2020,2007 2013
013685;BUCHA EIXO SUSP TS;cruze;0;0;2012 2016
013686;BUCHA LEQUE TS SUSP DIANT
013687;COXIM MOTOR HIDRAULICO
013688;HOMOCINETICA RODA
013689;COXIM MOTOR
013690;COXIM CAIXA INFERIOR
013691;COXIM MOTOR
013692;COXIM MOTOR;a160,a190,classe;0,1,0 1;0 2,1 2;1999 2005,1999 2005
013693;COXIM CAIXA INFERIOR;a160,a190,classe;0,1,0 1;0 2,1 2;1997 2008,1997 2008
013694;COXIM MOTOR LD;frontier;0;0;1998 2007
013695;COXIM MOTOR LE;frontier;0;0;1998 2007
013696;COXIM CAIXA SUPERIOR
013697;COXIM CAIXA SUPERIOR;grand,livina,manual,sentra,tiida;0,0 1,0 1 2 3,2,3;2 0 1,2 1,3 2,4 2;2010 2014,2010 2014,2008 2013,2008 2013
013698;COXIM MOTOR HIDRAULICO
013699;COXIM MOTOR
013700;COXIM MOTOR
013701;COXIM CAIXA SUPERIOR
013702;COXIM CAIXA SUPERIOR
013703;LONA C/ PATIM
013704;COXIM CAIXA INFERIOR;corolla;0;0;2002 2007
013705;COXIM CAIXA INFERIOR;corolla,fielder;0,1;0,1;2002 2008,2005 2008
013706;COXIM MOTOR
013707;COXIM CAIXA INFERIOR
013708;COXIM MOTOR HIDRAULICO
013709;COXIM CAIXA SUPERIOR;1.6,1.8,16v,corolla,toyota;0,1,0 1,0 1,0 1;3 4 0 2,3 4 1 2;2008 2014,2008 2014
013710;COXIM CAIXA INFERIOR;corolla;0;0;2008 2014
013711;COXIM MOTOR HIDRAULICO;2.0,automatico,corolla;0,0,0;1 2 0;2010 2018
013712;COXIM CAIXA INFERIOR;clio,kangoo,scenic,symbol;0,1,2,3;0,1,2,3;1998 2016,2000 2010,1999 2011,2009 2013
013713;TULIPA CAIXA LADO ESQUERDO
013714;COXIM MOTOR HIDRAULICO;clio,kangoo;0,1;0,1;2000 2024,2000 2024
013715;COXIM CAIXA TS
013716;COXIM CAIXA
013717;COXIM TRANSMISSAO
013718;TULIPA CAIXA LADO DIREITO
013719;BOBINA IGNICAO
013720;COXIM MOTOR HIDRAULICO;megane;0;0;1997 2004
013721;COXIM MOTOR HIDRAULICO;106,306,ax,berlingo,xsara,zx;0,1,2,3,4,5;0,1,2,3,4,5;1992 2002,1994 2004,1992 1995,1997 2007,1998 2008,1991 2001
013722;COXIM MOTOR HIDRAULICO;peugeot206,peugeot207,peugeothoggar;0,1,2;0,1,2;,,
013723;COXIM MOTOR
013724;COXIM MOTOR
013725;COXIM MOTOR CENTRAL
013726;COXIM CAIXA INFERIOR
013727;CILINDRO RODA
013728;PIVO INFERIOR DT LD LE
